Artist,Title,Link
Ernst Walbourn,Chickens in a Farmyard,https://www.oilpaintings.com/ernst-walbourn-paintings-chickens-in-a-farmyard
Ernst Walbourn,Dorchester Mill Oxfordshire,https://www.oilpaintings.com/ernst-walbourn-paintings-dorchester-mill-oxfordshire
Ernst Walbourn,Gathering Wildflowers,https://www.oilpaintings.com/ernst-walbourn-paintings-gathering-wildflowers
Ernst Walbourn,Young Lady at the Mill Pond,https://www.oilpaintings.com/ernst-walbourn-paintings-young-lady-at-the-mill-pond
Lionel Walden,The Docks at Cardiff,https://www.oilpaintings.com/lionel-walden-paintings-the-docks-at-cardiff
Ferdinand Georg Waldmueller,Bouquet in an Attic Bell Crater,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-bouquet-in-an-attic-bell-crater
Ferdinand Georg Waldmueller,The Birthday Table,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-the-birthday-table
Ferdinand Georg Waldmueller,A Dog by a Basket of Grapes in a Landscape,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-a-dog-by-a-basket-of-grapes-in-a-landscape
Ferdinand Georg Waldmueller,A Journey Refused,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-a-journey-refused
Ferdinand Georg Waldmueller,After Confiscation,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-after-confiscation
Ferdinand Georg Waldmueller,Young Peasant Woman with Three Children at the Window,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-young-peasant-woman-with-three-children-at-the-window
Ferdinand Georg Waldmueller,Children,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-children
Ferdinand Georg Waldmueller,Der Alte Und Die Kuchenmagd,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-der-alte-und-die-kuchenmagd
Ferdinand Georg Waldmueller,Children at the Window,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-children-at-the-window
Ferdinand Georg Waldmueller,Children Making Their Grandmother a Present on Her Name Day,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-children-making-their-grandmother-a-present-on-her-name-day
Ferdinand Georg Waldmueller,Early Spring in the Wienerwald,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-early-spring-in-the-wienerwald
Ferdinand Georg Waldmueller,The Grandmother's Birthday,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-the-grandmothers-birthday
Ferdinand Georg Waldmueller,Frau In Weisser Spitzenhaube,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-frau-in-weisser-spitzenhaube
Ferdinand Georg Waldmueller,The Soup Kitchen,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-the-soup-kitchen
Ferdinand Georg Waldmueller,The Eltz Family,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-the-eltz-family
Ferdinand Georg Waldmueller,Waldmueller's Son Ferdinand with Dog,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-waldmuellers-son-ferdinand-with-dog
Ferdinand Georg Waldmueller,Portrait of Gyoergy Gaal,https://www.oilpaintings.com/fedinand-georg-waldmaller-paintings-portrait-of-gyoergy-gaal
Samuel Lovett Waldo,Edward Kellogg,https://www.oilpaintings.com/samuel-lovett-waldo-paintings-edward-kellogg
Samuel Lovett Waldo,Major General Andrew Jackson,https://www.oilpaintings.com/samuel-lovett-waldo-paintings-major-general-andrew-jackson
Samuel Lovett Waldo,The Knapp Children,https://www.oilpaintings.com/samuel-lovett-waldo-paintings-the-knapp-children
Samuel Lovett Waldo,Portrait of a Lady possibly of the Buloid Family,https://www.oilpaintings.com/samuel-lovett-waldo-paintings-portrait-of-a-lady-possibly-of-the-buloid-family
Samuel Lovett Waldo,Mrs. Edward Kellogg,https://www.oilpaintings.com/samuel-lovett-waldo-paintings-mrs-edward-kellogg
Samuel Lovett Waldo,Portrait of a Girl with Flowers,https://www.oilpaintings.com/samuel-lovett-waldo-paintings-portrait-of-a-girl-with-flowers
Samuel Lovett Waldo,"Old Pat, the Independent Beggar",https://www.oilpaintings.com/samuel-lovett-waldo-paintings-old-pat-the-independent-beggar
Samuel Lovett Waldo,Henry La Tourette de Groot,https://www.oilpaintings.com/samuel-lovett-waldo-paintings-henry-la-tourette-de-groot
Samuel Lovett Waldo,Mrs. Samuel L. Waldo,https://www.oilpaintings.com/samuel-lovett-waldo-paintings-mrs-samuel-l-waldo
Samuel Lovett Waldo,The Independent Beggar,https://www.oilpaintings.com/samuel-lovett-waldo-paintings-the-independent-beggar
Samuel Lovett Waldo,The Reverend John Brodhead Romeyn,https://www.oilpaintings.com/samuel-lovett-waldo-paintings-the-reverend-john-brodhead-romeyn
Samuel Lovett Waldo,Unidentified Woman,https://www.oilpaintings.com/samuel-lovett-waldo-paintings-unidentified-woman
Antonie Waldorp,A Busy Canal in a Dutch Town,https://www.oilpaintings.com/antonie-waldorp-paintings-a-busy-canal-in-a-dutch-town
Antonie Waldorp,Bomschuiten Heading For Shore,https://www.oilpaintings.com/antonie-waldorp-paintings-bomschuiten-heading-for-shore
Antonie Waldorp,Sailing Vessels off the Dutch Coast,https://www.oilpaintings.com/antonie-waldorp-paintings-sailing-vessels-off-the-dutch-coast
Samuel Wale,View of the Thames at the Joining of the River Fleet,https://www.oilpaintings.com/samuel-wale-paintings-view-of-the-thames-at-the-joining-of-the-river-fleet
Frederick Walker,The Vagrants,https://www.oilpaintings.com/frederick-walker-paintings-the-vagrants
Frederick Walker,Strange Faces,https://www.oilpaintings.com/frederick-walker-paintings-strange-faces
Frederick Walker,The Harbour of Refuge,https://www.oilpaintings.com/frederick-walker-paintings-the-harbour-of-refuge
George Walker,Yorkshire Miner,https://www.oilpaintings.com/george-walker-paintings-yorkshire-miner
Henry Oliver Walker,Hagar and Ishmael,https://www.oilpaintings.com/henry-oliver-walker-paintings-hagar-and-ishmael
James Alexander Walker,Cattle Drive No. 1,https://www.oilpaintings.com/james-alexander-walker-paintings-cattle-drive-no-1
James Alexander Walker,"Napoleon Watching The Battle Of Friedland, 1807",https://www.oilpaintings.com/james-alexander-walker-paintings-napoleon-watching-the-battle-of-friedland-1807
James Alexander Walker,View of the Grand Army of the Republic,https://www.oilpaintings.com/james-alexander-walker-paintings-view-of-the-grand-army-of-the-republic
James Alexander Walker,Engagement Near St Cloud,https://www.oilpaintings.com/james-alexander-walker-paintings-engagement-near-st-cloud
James Alexander Walker,California Vaqueros,https://www.oilpaintings.com/james-alexander-walker-paintings-california-vaqueros
James Alexander Walker,General Winfield Scotts Artillery Troops,https://www.oilpaintings.com/james-alexander-walker-paintings-general-winfield-scotts-artillery-troops
James Alexander Walker,The Fray of Battle,https://www.oilpaintings.com/james-alexander-walker-paintings-the-fray-of-battle
John Hanson Walker,Five O'Clock Tea,https://www.oilpaintings.com/john-hanson-walker-paintings-five-oclock-tea
Robert Walker,Portrait of Sir Alan Brodrick,https://www.oilpaintings.com/robert-walker-paintings-portrait-of-sir-alan-brodrick
William Aiken Walker,Cabin Scene with Stretched Hide on Weatherboard and Stock Chimney Covered ,https://www.oilpaintings.com/william-aiken-walker-paintings-cabin-scene-with-stretched-hide-on-weatherboard-and-stock-chimney-covered
William Aiken Walker,Calhoun's Slaves,https://www.oilpaintings.com/william-aiken-walker-paintings-calhouns-slaves
William Aiken Walker,Cabin Scene,https://www.oilpaintings.com/william-aiken-walker-paintings-cabin-scene
William Aiken Walker,"Bombardment of Fort Sumter, Charleston Harbor, Charleston, South Carolina, 1863",https://www.oilpaintings.com/william-aiken-walker-paintings-bombardment-of-fort-sumter-charleston-harbor-charleston-south-carolina-1863
William Aiken Walker,Cotton Pickers,https://www.oilpaintings.com/william-aiken-walker-paintings-cotton-pickers
William Aiken Walker,Cotton Plantation on the Mississippi,https://www.oilpaintings.com/william-aiken-walker-paintings-cotton-plantation-on-the-mississippi
William Aiken Walker,Board and Batten Northern South Carolina Cabin,https://www.oilpaintings.com/william-aiken-walker-paintings-board-and-batten-northern-south-carolina-cabin
William Aiken Walker,Autumn Woods at the Edge of a Cornfield,https://www.oilpaintings.com/william-aiken-walker-paintings-autumn-woods-at-the-edge-of-a-cornfield
William Aiken Walker,Blackberry Winter,https://www.oilpaintings.com/william-aiken-walker-paintings-blackberry-winter
William Aiken Walker,Autumn Scene in the North Carolina Mountains,https://www.oilpaintings.com/william-aiken-walker-paintings-autumn-scene-in-the-north-carolina-mountains
William Aiken Walker,"Cotton Gin, Adams County, Mississippi",https://www.oilpaintings.com/william-aiken-walker-paintings-cotton-gin-adams-county-mississippi
William Aiken Walker,Cabin,https://www.oilpaintings.com/william-aiken-walker-paintings-cabin
William Aiken Walker,Log Cabin with Stretched Hide on Wall,https://www.oilpaintings.com/william-aiken-walker-paintings-log-cabin-with-stretched-hide-on-wall
William Aiken Walker,"Brick Chimney at the Edge of a Wood, North Carolina",https://www.oilpaintings.com/william-aiken-walker-paintings-brick-chimney-at-the-edge-of-a-wood-north-carolina
William Aiken Walker,Blue Fish,https://www.oilpaintings.com/william-aiken-walker-paintings-blue-fish
William Aiken Walker,Cotton Wagon's Empty,https://www.oilpaintings.com/william-aiken-walker-paintings-cotton-wagons-empty
William Aiken Walker,Charleston Vegetable Woman,https://www.oilpaintings.com/william-aiken-walker-paintings-charleston-vegetable-woman
William Aiken Walker,Breakers in Florida,https://www.oilpaintings.com/william-aiken-walker-paintings-breakers-in-florida
William Aiken Walker,"Beach at Ponce Park, Florida",https://www.oilpaintings.com/william-aiken-walker-paintings-beach-at-ponce-park-florida
William Aiken Walker,Cabin in the South,https://www.oilpaintings.com/william-aiken-walker-paintings-cabin-in-the-south
William Aiken Walker,"Florida Beach Scene with Sand Dunes, Sea Oats and Surf",https://www.oilpaintings.com/william-aiken-walker-paintings-florida-beach-scene-with-sand-dunes-sea-oats-and-surf
William Aiken Walker,Cottage on Beach with Palm Trees Florida,https://www.oilpaintings.com/william-aiken-walker-paintings-cottage-on-beach-with-palm-trees-florida
William Aiken Walker,Autumn Scene in the Woods of North Carolina with House and Stacks of Wood,https://www.oilpaintings.com/william-aiken-walker-paintings-autumn-scene-in-the-woods-of-north-carolina-with-house-and-stacks-of-wood
William Aiken Walker,Florida Beach Scene with Beached Boat and Sailboat in Water,https://www.oilpaintings.com/william-aiken-walker-paintings-florida-beach-scene-with-beached-boat-and-sailboat-in-water
William Aiken Walker,Autumn Wood in North Carolina with Tree Stumps in Water,https://www.oilpaintings.com/william-aiken-walker-paintings-autumn-wood-in-north-carolina-with-tree-stumps-in-water
William Aiken Walker,Cabin Viewed from Rear with Wash Line,https://www.oilpaintings.com/william-aiken-walker-paintings-cabin-viewed-from-rear-with-wash-line
William Aiken Walker,Horses in a Pasture,https://www.oilpaintings.com/william-aiken-walker-paintings-horses-in-a-pasture
William Aiken Walker,"Portland Headlight, Maine",https://www.oilpaintings.com/william-aiken-walker-paintings-portland-headlight-maine
William Aiken Walker,Confederate Encampment at Seven Pines Fair Oaks Virginia,https://www.oilpaintings.com/william-aiken-walker-paintings-confederate-encampment-at-seven-pines-fair-oaks-virginia
William Aiken Walker,"Banana Peddler of Greenville, Mississippi",https://www.oilpaintings.com/william-aiken-walker-paintings-banana-peddler-of-greenville-mississippi
William Aiken Walker,"Rabbit, Duck and Snipe",https://www.oilpaintings.com/william-aiken-walker-paintings-rabbit-duck-and-snipe
William Aiken Walker,Cuban Family,https://www.oilpaintings.com/william-aiken-walker-paintings-cuban-family
William Aiken Walker,Juvenile Angel Fish,https://www.oilpaintings.com/william-aiken-walker-paintings-juvenile-angel-fish
William Aiken Walker,Deep South Living,https://www.oilpaintings.com/william-aiken-walker-paintings-deep-south-living
William Aiken Walker,Plantation Wagon Scene,https://www.oilpaintings.com/william-aiken-walker-paintings-plantation-wagon-scene
William Aiken Walker,Crab,https://www.oilpaintings.com/william-aiken-walker-paintings-crab
William Aiken Walker,Picking Cotton,https://www.oilpaintings.com/william-aiken-walker-paintings-picking-cotton
William Aiken Walker,Dt. Diehl and Morgan Horse in Louisville Kentucky,https://www.oilpaintings.com/william-aiken-walker-paintings-dt-diehl-and-morgan-horse-in-louisville-kentucky
William Aiken Walker,Plantation Economy,https://www.oilpaintings.com/william-aiken-walker-paintings-plantation-economy
William Aiken Walker,"Autumn Scene in North Carolina with Cabin, Wash Line, and Cornfield",https://www.oilpaintings.com/william-aiken-walker-paintings-autumn-scene-in-north-carolina-with-cabin-wash-line-and-cornfield
William Aiken Walker,Cotton Picking in Front of the Quarters,https://www.oilpaintings.com/william-aiken-walker-paintings-cotton-picking-in-front-of-the-quarters
William Aiken Walker,Daily Chores,https://www.oilpaintings.com/william-aiken-walker-paintings-daily-chores
William Aiken Walker,Forest Scene with Moss-Covered Trees and Bamboo,https://www.oilpaintings.com/william-aiken-walker-paintings-forest-scene-with-moss-covered-trees-and-bamboo
William Aiken Walker,San Jose Mission at San Antonio,https://www.oilpaintings.com/william-aiken-walker-paintings-san-jose-mission-at-san-antonio
William Aiken Walker,Plantation Portrait,https://www.oilpaintings.com/william-aiken-walker-paintings-plantation-portrait
William Aiken Walker,Covered Wagon with Negro Family,https://www.oilpaintings.com/william-aiken-walker-paintings-covered-wagon-with-negro-family
William Aiken Walker,Card Players on the Steamboar,https://www.oilpaintings.com/william-aiken-walker-paintings-card-players-on-the-steamboar
William Aiken Walker,"Netro Man with Cotton Bales, Holding a Cotton Hook",https://www.oilpaintings.com/william-aiken-walker-paintings-netro-man-with-cotton-bales-holding-a-cotton-hook
William Aiken Walker,Wagonload of Cotton,https://www.oilpaintings.com/william-aiken-walker-paintings-wagonload-of-cotton
William Aiken Walker,I'll Stick to Cotton as Long as It Sticks to Me,https://www.oilpaintings.com/william-aiken-walker-paintings-ill-stick-to-cotton-as-long-as-it-sticks-to-me
William Aiken Walker,Dollar Fish and Sheephead,https://www.oilpaintings.com/william-aiken-walker-paintings-dollar-fish-and-sheephead
William Aiken Walker,North Carolina Homestead with Mountains and Field,https://www.oilpaintings.com/william-aiken-walker-paintings-north-carolina-homestead-with-mountains-and-field
William Aiken Walker,"Florida Seascape with Sand Dune, Palm Tree, and Yuccas",https://www.oilpaintings.com/william-aiken-walker-paintings-florida-seascape-with-sand-dune-palm-tree-and-yuccas
William Aiken Walker,Man on Dock Lighting Pipe,https://www.oilpaintings.com/william-aiken-walker-paintings-man-on-dock-lighting-pipe
William Aiken Walker,Wooded Mountain Scene in North Carolina,https://www.oilpaintings.com/william-aiken-walker-paintings-wooded-mountain-scene-in-north-carolina
William Aiken Walker,Hoeing Cotton,https://www.oilpaintings.com/william-aiken-walker-paintings-hoeing-cotton
William Aiken Walker,Negro Man in Cotton Field with Basket of Cotton on Head,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-man-in-cotton-field-with-basket-of-cotton-on-head
William Aiken Walker,Negro Man and Woman in Cotton Field with Baskets of Cotton,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-man-and-woman-in-cotton-field-with-baskets-of-cotton
William Aiken Walker,Cotton Picker,https://www.oilpaintings.com/william-aiken-walker-paintings-cotton-picker
William Aiken Walker,Runnymede on the Ashley River,https://www.oilpaintings.com/william-aiken-walker-paintings-runnymede-on-the-ashley-river
William Aiken Walker,"Still Life with Cheese, Bottle of Wine and Mouse",https://www.oilpaintings.com/william-aiken-walker-paintings-still-life-with-cheese-bottle-of-wine-and-mouse
William Aiken Walker,Plantation Scene,https://www.oilpaintings.com/william-aiken-walker-paintings-plantation-scene
William Aiken Walker,Forest with Ferns and Mushrooms,https://www.oilpaintings.com/william-aiken-walker-paintings-forest-with-ferns-and-mushrooms
William Aiken Walker,Negro Man and Woman in Cotton Field with Cotton Basket and Cotton Bag,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-man-and-woman-in-cotton-field-with-cotton-basket-and-cotton-bag
William Aiken Walker,View of St. Augustine Harbor,https://www.oilpaintings.com/william-aiken-walker-paintings-view-of-st-augustine-harbor
William Aiken Walker,"Palms at Ponce Park, Florida",https://www.oilpaintings.com/william-aiken-walker-paintings-palms-at-ponce-park-florida
William Aiken Walker,South Georgia Shanty,https://www.oilpaintings.com/william-aiken-walker-paintings-south-georgia-shanty
William Aiken Walker,"Cottonfield with Bayou, Steamboat, Road, Cabin and Fieldhands",https://www.oilpaintings.com/william-aiken-walker-paintings-cottonfield-with-bayou-steamboat-road-cabin-and-fieldhands
William Aiken Walker,"Florida Seascape with Sand Dune, Palm Tree, and Steamship",https://www.oilpaintings.com/william-aiken-walker-paintings-florida-seascape-with-sand-dune-palm-tree-and-steamship
William Aiken Walker,Florida Sand Dunes with Two Palm Trees,https://www.oilpaintings.com/william-aiken-walker-paintings-florida-sand-dunes-with-two-palm-trees
William Aiken Walker,Negro Workers in Cotton Field with Dog,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-workers-in-cotton-field-with-dog
William Aiken Walker,Negro Man in Cotton Field,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-man-in-cotton-field
William Aiken Walker,Wooding up on the Bayou,https://www.oilpaintings.com/william-aiken-walker-paintings-wooding-up-on-the-bayou
William Aiken Walker,Negro Man and Woman with Cotton Field,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-man-and-woman-with-cotton-field
William Aiken Walker,Old Shoe with Mice,https://www.oilpaintings.com/william-aiken-walker-paintings-old-shoe-with-mice
William Aiken Walker,Negro Man and Woman in Cotton Field with Cabin,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-man-and-woman-in-cotton-field-with-cabin
William Aiken Walker,T-plan Cabin with Porch,https://www.oilpaintings.com/william-aiken-walker-paintings-t-plan-cabin-with-porch
William Aiken Walker,"Ponce Park Light House, Florida",https://www.oilpaintings.com/william-aiken-walker-paintings-ponce-park-light-house-florida
William Aiken Walker,Family Gathered by a Cabin,https://www.oilpaintings.com/william-aiken-walker-paintings-family-gathered-by-a-cabin
William Aiken Walker,"Ducks, Bobwhites, and Woodcocks",https://www.oilpaintings.com/william-aiken-walker-paintings-ducks-bobwhites-and-woodcocks
William Aiken Walker,Dog Head with Post and Chain,https://www.oilpaintings.com/william-aiken-walker-paintings-dog-head-with-post-and-chain
William Aiken Walker,"Negro Couple in Cotton Field, Woman with Yellow Bonnet",https://www.oilpaintings.com/william-aiken-walker-paintings-negro-couple-in-cotton-field-woman-with-yellow-bonnet
William Aiken Walker,The Levee at New Orleans,https://www.oilpaintings.com/william-aiken-walker-paintings-the-levee-at-new-orleans
William Aiken Walker,North Carolina Cabin with Scalloped Trim on Roof and Wild Cannas,https://www.oilpaintings.com/william-aiken-walker-paintings-north-carolina-cabin-with-scalloped-trim-on-roof-and-wild-cannas
William Aiken Walker,Tobacco Field with Five Figures North Carolina,https://www.oilpaintings.com/william-aiken-walker-paintings-tobacco-field-with-five-figures-north-carolina
William Aiken Walker,Negro Man with Cotton Basket on Head,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-man-with-cotton-basket-on-head
William Aiken Walker,White Man with Cotton Bales on Docks,https://www.oilpaintings.com/william-aiken-walker-paintings-white-man-with-cotton-bales-on-docks
William Aiken Walker,Negro Cabin with Palm Tree,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-cabin-with-palm-tree
William Aiken Walker,Vegetable Vendor at Charleston Market,https://www.oilpaintings.com/william-aiken-walker-paintings-vegetable-vendor-at-charleston-market
William Aiken Walker,Palm Hammock with Epiphytes,https://www.oilpaintings.com/william-aiken-walker-paintings-palm-hammock-with-epiphytes
William Aiken Walker,"Ruins, Arden Park Lodge",https://www.oilpaintings.com/william-aiken-walker-paintings-ruins-arden-park-lodge
William Aiken Walker,Negro Woman Smoking Pipe and Picking Cotton,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-woman-smoking-pipe-and-picking-cotton
William Aiken Walker,View of Galveston Harbor,https://www.oilpaintings.com/william-aiken-walker-paintings-view-of-galveston-harbor
William Aiken Walker,Squaring Off,https://www.oilpaintings.com/william-aiken-walker-paintings-squaring-off
William Aiken Walker,"Florida Seascape with Sand Dune, Palm Tree, Yucca, Cactus and Sailboat",https://www.oilpaintings.com/william-aiken-walker-paintings-florida-seascape-with-sand-dune-palm-tree-yucca-cactus-and-sailboat
William Aiken Walker,Ruffles and Rags,https://www.oilpaintings.com/william-aiken-walker-paintings-ruffles-and-rags
William Aiken Walker,On the Road to Natchez,https://www.oilpaintings.com/william-aiken-walker-paintings-on-the-road-to-natchez
William Aiken Walker,Palm Trees on the Beach at Fort Walton,https://www.oilpaintings.com/william-aiken-walker-paintings-palm-trees-on-the-beach-at-fort-walton
William Aiken Walker,Negro Cabin by a Palm Tree,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-cabin-by-a-palm-tree
William Aiken Walker,"Ruin of Luturne Cottage, Arden, North Carolina",https://www.oilpaintings.com/william-aiken-walker-paintings-ruin-of-luturne-cottage-arden-north-carolina
William Aiken Walker,Negro Cabiin with Two-Pole Chimney,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-cabiin-with-two-pole-chimney
William Aiken Walker,Traveling by Ox Cart,https://www.oilpaintings.com/william-aiken-walker-paintings-traveling-by-ox-cart
William Aiken Walker,Young Boy with Cotton Basket on Shoulders,https://www.oilpaintings.com/william-aiken-walker-paintings-young-boy-with-cotton-basket-on-shoulders
William Aiken Walker,Noon Day Pause in the Cotton Field,https://www.oilpaintings.com/william-aiken-walker-paintings-noon-day-pause-in-the-cotton-field
William Aiken Walker,On the Levee New Orleans,https://www.oilpaintings.com/william-aiken-walker-paintings-on-the-levee-new-orleans
William Aiken Walker,Wolves Attacking Cattle,https://www.oilpaintings.com/william-aiken-walker-paintings-wolves-attacking-cattle
William Aiken Walker,"Smoked Ham at the Bonnie Crest Inn, North Carolina",https://www.oilpaintings.com/william-aiken-walker-paintings-smoked-ham-at-the-bonnie-crest-inn-north-carolina
William Aiken Walker,Wagon Scene,https://www.oilpaintings.com/william-aiken-walker-paintings-wagon-scene
William Aiken Walker,New Orleans Levee Scene,https://www.oilpaintings.com/william-aiken-walker-paintings-new-orleans-levee-scene
William Aiken Walker,"Scene near Arden, North Carolina",https://www.oilpaintings.com/william-aiken-walker-paintings-scene-near-arden-north-carolina
William Aiken Walker,Newsboy Selling the Baltimore Sun,https://www.oilpaintings.com/william-aiken-walker-paintings-newsboy-selling-the-baltimore-sun
William Aiken Walker,Negro Youth with Basket on Head Cuba,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-youth-with-basket-on-head-cuba
William Aiken Walker,"Negro Man, Two Boys and Dog in Cotton Field",https://www.oilpaintings.com/william-aiken-walker-paintings-negro-man-two-boys-and-dog-in-cotton-field
William Aiken Walker,Negro Man in Cotton Field with Basket of Cotton,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-man-in-cotton-field-with-basket-of-cotton
William Aiken Walker,"Ponce Light House, Ponce Park, Florida",https://www.oilpaintings.com/william-aiken-walker-paintings-ponce-light-house-ponce-park-florida
William Aiken Walker,Negro Women in Cotton Field,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-women-in-cotton-field
William Aiken Walker,"St. Finebar's Church, Broad Street, Charleston",https://www.oilpaintings.com/william-aiken-walker-paintings-st-finebars-church-broad-street-charleston
William Aiken Walker,Negro Man with Basket of Cotton on Head,https://www.oilpaintings.com/william-aiken-walker-paintings-negro-man-with-basket-of-cotton-on-head
